"Year","Geography","DGUID","Age_Group","Gender","Indicators","Number.of.persons","Low.95..confidence.interval..number.of.persons","High.95..confidence.interval..number.of.persons","Coefficient.of.variation.for.number.of.persons","Percent","Low.95..confidence.interval..percent","High.95..confidence.interval..percent","Coefficient.of.variation.for.percent"
2022,"Ontario","2021A000235","65+ years","Total, gender of person","Suicidal thoughts, life",118200,75400,160900,158,4.4,3.1,6.2,158
2022,"Ontario","2021A000235","65+ years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",35400,14500,56400,158,1.3,0.7,2.4,158
2022,"Ontario","2021A000235","65+ years","Men+","Any mood disorder, life",39700,19600,59900,158,3.3,2,5.4,158
2022,"Ontario","2021A000235","65+ years","Men+","Major depressive episode, life",33700,16000,51300,158,2.7,1.6,4.6,158
2022,"Ontario","2021A000235","65+ years","Men+","Social phobia, life",50400,28000,72900,158,4.1,2.7,6.3,158
2022,"Ontario","2021A000235","65+ years","Men+","Generalized anxiety disorder, life",62200,34300,90000,158,5.1,3.3,7.8,158
2022,"Ontario","2021A000235","65+ years","Men+","Suicidal thoughts, life",42200,21500,62900,158,3.3,2,5.2,158
2022,"Ontario","2021A000235","65+ years","Women+","Any mood disorder, life",102600,63000,142200,158,7.8,5.4,11.3,158
2022,"Ontario","2021A000235","65+ years","Women+","Major depressive episode, life",99000,60100,137900,158,7.5,5.1,10.8,158
2022,"Ontario","2021A000235","65+ years","Women+","Social phobia, life",103800,63000,144700,158,7.7,5.3,11.2,158
2022,"Ontario","2021A000235","65+ years","Women+","Generalized anxiety disorder, life",130200,84600,175800,158,9.9,7,13.8,158
2022,"Ontario","2021A000235","65+ years","Women+","Suicidal thoughts, life",76000,40100,111800,158,5.5,3.4,8.6,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Any mood disorder, life",923200,787600,1058800,158,17.1,14.9,19.6,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Major depressive episode, life",829300,698800,959700,158,15.2,13.1,17.6,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Bipolar disorder, life",221200,154000,288300,158,4,3,5.4,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Social phobia, life",842400,707600,977200,158,15.3,13.2,17.7,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",788700,666500,910900,158,14.7,12.7,17,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",639100,526500,751800,158,11.5,9.7,13.6,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",229800,163400,296100,158,4.1,3.1,5.5,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",91600,50600,132700,158,1.6,1.1,2.6,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Any mood disorder, life",328500,246700,410200,158,12.2,9.6,15.4,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Major depressive episode, life",288000,211800,364200,158,10.6,8.2,13.6,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Bipolar disorder, life",110500,61300,159800,158,4.1,2.6,6.2,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Social phobia, life",319800,237700,401900,158,11.7,9.1,14.8,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Generalized anxiety disorder, life",333600,252200,415000,158,12.6,10,15.7,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Suicidal thoughts, life",335500,252700,418400,158,12.2,9.7,15.4,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Suicidal thoughts, 12 months",101500,52500,150600,158,3.7,2.3,5.9,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Schizophrenia or psychosis, ever received diagnosis",42000,12300,71700,158,1.5,0.8,3,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Any mood disorder, life",594700,485600,703900,158,21.9,18.5,25.8,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Major depressive episode, life",541300,435600,647000,158,19.8,16.5,23.5,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Bipolar disorder, life",110600,66900,154300,158,4,2.7,5.9,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Social phobia, life",522600,416500,628700,158,19,15.7,22.7,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Generalized anxiety disorder, life",455100,360300,549900,158,16.9,13.8,20.4,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Suicidal thoughts, life",303600,228700,378500,158,10.8,8.5,13.7,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Suicidal thoughts, 12 months",128200,83000,173400,158,4.6,3.2,6.5,158
2022,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Schizophrenia or psychosis, ever received diagnosis",49700,20100,79300,158,1.8,1,3.2,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Any mood disorder, life",200400,147900,252900,158,26,20.4,32.5,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Major depressive episode, life",173300,123300,223200,158,22.2,17,28.3,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Bipolar disorder, life",61400,33100,89700,158,7.7,4.9,12,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Social phobia, life",214500,160300,268700,158,27.2,21.7,33.5,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Generalized anxiety disorder, life",109800,70300,149300,158,14.2,10.1,19.6,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Suicidal thoughts, life",158700,111500,205900,158,19.7,14.9,25.5,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",86100,51200,121100,158,10.7,7.2,15.5,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Men+","Major depressive episode, life",64800,36400,93300,158,15.6,10.3,23,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Men+","Bipolar disorder, life",17200,4300,30100,158,4,1.9,8.2,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Men+","Generalized anxiety disorder, life",33500,10700,56400,158,8.3,4.3,15.3,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Men+","Suicidal thoughts, life",58200,28600,87900,158,13.7,8.4,21.4,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Women+","Major depressive episode, life",108400,66400,150500,158,29.5,21.2,39.5,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Women+","Bipolar disorder, life",44200,19100,69300,158,12.1,7,20.1,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Women+","Generalized anxiety disorder, life",76300,44400,108200,158,20.7,14,29.4,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Women+","Suicidal thoughts, life",100500,63300,137600,158,26.3,19,35.2,158
2022,"Prairie Provinces","2021A00014","15-24 Years","Women+","Suicidal thoughts, 12 months",77100,43300,110800,158,20.2,13.6,28.9,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Any mood disorder, life",418700,321100,516300,158,20.2,16.2,24.8,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Major depressive episode, life",363400,270000,456900,158,17.4,13.6,21.9,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Bipolar disorder, life",99900,51600,148100,158,4.8,3,7.6,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Social phobia, life",388100,283900,492200,158,18.5,14.4,23.4,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Generalized anxiety disorder, life",376200,283500,468800,158,18.2,14.5,22.7,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Suicidal thoughts, life",238900,165000,312700,158,11.4,8.5,15.3,158
2022,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",86500,39900,133100,158,4.1,2.4,6.9,158
2022,"Prairie Provinces","2021A00014","25-44 years","Men+","Major depressive episode, life",115900,63300,168500,158,11.5,7.4,17.4,158
2022,"Prairie Provinces","2021A00014","25-44 years","Men+","Bipolar disorder, life",62000,22100,101900,158,6.1,3.3,11.2,158
2022,"Prairie Provinces","2021A00014","25-44 years","Men+","Generalized anxiety disorder, life",168300,106000,230600,158,16.6,11.7,23.1,158
2022,"Prairie Provinces","2021A00014","25-44 years","Men+","Suicidal thoughts, life",144700,86200,203200,158,14.5,9.9,20.8,158
2022,"Prairie Provinces","2021A00014","25-44 years","Men+","Suicidal thoughts, 12 months",49300,12400,86300,158,4.9,2.4,9.9,158
2022,"Prairie Provinces","2021A00014","25-44 years","Women+","Major depressive episode, life",247500,170600,324400,158,22.9,17.2,29.8,158
2022,"Prairie Provinces","2021A00014","25-44 years","Women+","Bipolar disorder, life",37900,10100,65700,158,3.5,1.7,7,158
2022,"Prairie Provinces","2021A00014","25-44 years","Women+","Generalized anxiety disorder, life",207900,138200,277500,158,19.8,14.4,26.4,158
2022,"Prairie Provinces","2021A00014","25-44 years","Women+","Suicidal thoughts, life",94200,48400,140000,158,8.6,5.4,13.6,158
2022,"Prairie Provinces","2021A00014","45-64 years","Total, gender of person","Any mood disorder, life",239700,168200,311200,158,14.2,10.7,18.7,158
2022,"Prairie Provinces","2021A00014","45-64 years","Total, gender of person","Major depressive episode, life",232200,161600,302900,158,13.6,10.2,18,158
2022,"Prairie Provinces","2021A00014","45-64 years","Total, gender of person","Social phobia, life",189500,128200,250800,158,11,8,14.9,158
2022,"Prairie Provinces","2021A00014","45-64 years","Total, gender of person","Generalized anxiety disorder, life",262500,194200,330800,158,15.6,12.2,19.8,158
2022,"Prairie Provinces","2021A00014","45-64 years","Total, gender of person","Suicidal thoughts, life",179800,116000,243600,158,10.3,7.3,14.3,158
2022,"Prairie Provinces","2021A00014","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",45300,12800,77700,158,2.6,1.3,5.1,158
2022,"Prairie Provinces","2021A00014","45-64 years","Men+","Major depressive episode, life",91400,44900,137900,158,10.3,6.3,16.4,158
2022,"Prairie Provinces","2021A00014","45-64 years","Men+","Social phobia, life",77800,37000,118600,158,8.7,5.2,14.1,158
2022,"Prairie Provinces","2021A00014","45-64 years","Men+","Generalized anxiety disorder, life",112200,66500,157800,158,13.1,8.9,18.8,158
2022,"Prairie Provinces","2021A00014","45-64 years","Men+","Suicidal thoughts, life",97300,50000,144600,158,10.8,6.7,16.8,158
2022,"Prairie Provinces","2021A00014","45-64 years","Women+","Major depressive episode, life",140900,88500,193200,158,17.2,12.1,24,158
2022,"Prairie Provinces","2021A00014","45-64 years","Women+","Social phobia, life",111700,66100,157300,158,13.5,9.1,19.4,158
2022,"Prairie Provinces","2021A00014","45-64 years","Women+","Generalized anxiety disorder, life",150300,98100,202500,158,18.3,13.2,24.9,158
2022,"Prairie Provinces","2021A00014","45-64 years","Women+","Suicidal thoughts, life",82500,41500,123400,158,9.7,6,15.3,158
2022,"Prairie Provinces","2021A00014","65+ years","Total, gender of person","Any mood disorder, life",64300,29200,99500,158,7.4,4.4,12.3,158
2022,"Prairie Provinces","2021A00014","65+ years","Total, gender of person","Major depressive episode, life",60300,25900,94700,158,6.9,4,11.6,158
2022,"Prairie Provinces","2021A00014","65+ years","Total, gender of person","Social phobia, life",50400,20000,80700,158,5.7,3.2,10,158
2022,"Prairie Provinces","2021A00014","65+ years","Total, gender of person","Generalized anxiety disorder, life",40200,15000,65400,158,4.8,2.6,8.7,158
2022,"Prairie Provinces","2021A00014","65+ years","Total, gender of person","Suicidal thoughts, life",61800,33700,90000,158,6.9,4.4,10.6,158
2022,"Prairie Provinces","2021A00014","65+ years","Men+","Suicidal thoughts, life",35300,13600,57000,158,8.5,4.8,14.8,158
2022,"Prairie Provinces","2021A00014","65+ years","Women+","Major depressive episode, life",44500,14700,74300,158,9.4,5,16.9,158
2022,"Prairie Provinces","2021A00014","65+ years","Women+","Suicidal thoughts, life",26500,8100,44900,158,5.5,2.8,10.6,158
2022,"Manitoba","2021A000246","Total 15++ Years","Total, gender of person","Any mood disorder, life",193800,131100,256400,158,17.1,12.6,22.8,158
2022,"Manitoba","2021A000246","Total 15++ Years","Total, gender of person","Major depressive episode, life",182400,122500,242300,158,15.9,11.7,21.3,158
2022,"Manitoba","2021A000246","Total 15++ Years","Total, gender of person","Social phobia, life",149000,96200,201800,158,12.9,9.2,17.7,158
2022,"Manitoba","2021A000246","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",143100,89900,196400,158,12.9,9.1,18.1,158
2022,"Manitoba","2021A000246","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",125000,80900,169000,158,10.7,7.6,14.9,158
2022,"Manitoba","2021A000246","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",36500,15000,58100,158,3.1,1.7,5.6,158
2022,"Manitoba","2021A000246","Total 15++ Years","Men+","Any mood disorder, life",48700,17900,79600,158,9.6,5.2,17,158
2022,"Manitoba","2021A000246","Total 15++ Years","Men+","Major depressive episode, life",47400,16700,78200,158,9.3,5,16.6,158
2022,"Manitoba","2021A000246","Total 15++ Years","Men+","Social phobia, life",53600,26100,81000,158,10.2,6.3,16.2,158
2022,"Manitoba","2021A000246","Total 15++ Years","Men+","Generalized anxiety disorder, life",61200,26500,96000,158,12.3,7.2,20.4,158
2022,"Manitoba","2021A000246","Total 15++ Years","Men+","Suicidal thoughts, life",60700,28800,92600,158,11.6,7.1,18.5,158
2022,"Manitoba","2021A000246","Total 15++ Years","Women+","Any mood disorder, life",145000,90200,199900,158,23.3,16.4,31.9,158
2022,"Manitoba","2021A000246","Total 15++ Years","Women+","Major depressive episode, life",134900,83600,186300,158,21.3,14.9,29.4,158
2022,"Manitoba","2021A000246","Total 15++ Years","Women+","Social phobia, life",95500,49800,141200,158,15.1,9.7,22.8,158
2022,"Manitoba","2021A000246","Total 15++ Years","Women+","Generalized anxiety disorder, life",81900,41300,122500,158,13.4,8.4,20.8,158
2022,"Manitoba","2021A000246","Total 15++ Years","Women+","Suicidal thoughts, life",64200,34200,94300,158,10,6.3,15.4,158
2022,"Manitoba","2021A000246","15-24 Years","Total, gender of person","Any mood disorder, life",51900,23000,80900,158,27.3,16.6,41.5,158
2022,"Manitoba","2021A000246","15-24 Years","Total, gender of person","Major depressive episode, life",50300,21400,79100,158,25.6,15.3,39.6,158
2022,"Manitoba","2021A000246","15-24 Years","Total, gender of person","Social phobia, life",57500,27700,87200,158,30.9,19.8,44.8,158
2022,"Manitoba","2021A000246","15-24 Years","Total, gender of person","Suicidal thoughts, life",44100,17600,70500,158,23,13.3,36.7,158
2022,"Manitoba","2021A000246","25-44 years","Total, gender of person","Any mood disorder, life",74000,33300,114700,158,18.2,10.7,29.3,158
2022,"Manitoba","2021A000246","25-44 years","Total, gender of person","Major depressive episode, life",64300,27400,101300,158,15.8,9.1,26.1,158
2022,"Manitoba","2021A000246","25-44 years","Total, gender of person","Social phobia, life",55000,19800,90200,158,13.1,7.1,22.8,158
2022,"Manitoba","2021A000246","25-44 years","Total, gender of person","Generalized anxiety disorder, life",65900,29400,102300,158,16,9.4,26,158
2022,"Manitoba","2021A000246","25-44 years","Total, gender of person","Suicidal thoughts, life",38600,15200,62000,158,9.2,4.9,16.6,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Total, gender of person","Any mood disorder, life",120000,72800,167200,158,14.1,9.6,20.1,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Total, gender of person","Major depressive episode, life",88200,47400,129100,158,10.2,6.5,15.6,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Total, gender of person","Bipolar disorder, life",46900,17900,75900,158,5.4,3,9.7,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Total, gender of person","Social phobia, life",105400,58700,152100,158,12.1,8,17.9,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",120200,71500,168900,158,14.1,9.6,20.1,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",93700,47600,139700,158,10.6,6.6,16.5,158
2022,"Saskatchewan","2021A000247","Total 15++ Years","Men+","Any mood disorder, life",59500,26000,93000,158,12.5,7.3,20.5,158
